case_id,open_date,case_topic,service_name,assigned_department,assigned_team,case_status,closure_reason,closure_comments,close_date,target_close_date,on_time,report_source,full_address,street_number,street_name,zip_code,neighborhood,public_works_district,city_council_district,fire_district,police_district,ward,precinct,submitted_photo,closed_photo,longitude,latitude
BCS-00110618,2025-11-01 15:18:43.813358+00,Tree or Stump Removal,Tree or Stump Removal,Parks & Recreation,Urban Forestry,Closed,Noted,Duplicate of existing case number 101006152850 where the tree has been inspected and marked for removal. The tree will be removed when the cities contractor is back in the Allston/Brighton area.,2025-11-03 08:50:01+00,2025-11-04 14:18:43.813358+00,ONTIME,BOS311,"42 Turner St, Boston, MA 02135",42,Turner St,2135.0,Brighton,4,9,11,D14,22.0,7.0,,,-71.1623025,42.350562
BCS-00109805,2025-10-31 00:58:06.370829+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-02 23:58:06.370829+00,OVERDUE,BOS311,"460 Massachusetts Ave, Boston, MA 02118",460,Massachusetts Ave,2118.0,South End,1C,7,4,D4,9.0,6.0,,,-71.0810685,42.34041
BCS-00110913,2025-11-02 16:51:09.212162+00,Fallen Tree or Branches,Fallen Tree or Branches,Parks & Recreation,Urban Forestry,Needs Reallocation,Transitioned,,,2025-11-05 16:51:09.212162+00,OVERDUE,BOS311,,,,,South Boston,5,2,6,C6,6.0,9.0,,,,
BCS-00104282,2025-10-19 14:27:46.18+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Noted,,2025-10-19 15:45:14+00,2025-10-22 14:27:46.18+00,ONTIME,Call,"18 Glide St, Dorchester, MA 02122",18,Glide St,2122.0,Dorchester,7A,3,8,C11,16.0,9.0,,,-71.0513685,42.286401
BCS-00065848,2025-08-01 21:19:24.465+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Noted,,2025-08-02 17:00:01+00,2025-08-04 21:19:24.465+00,ONTIME,Call,"36 Border St, East Boston, MA 02128",36,Border St,2128.0,East Boston,9,1,1,A7,1.0,3.0,,,-71.0430615,42.371406
BCS-00076804,2025-08-22 17:53:55.76+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Noted,,2025-08-22 18:30:05+00,2025-08-25 17:53:55.76+00,ONTIME,Call,"425 Quincy St, Dorchester, MA 02125",425,Quincy St,2125.0,Dorchester,3,3,7,C11,15.0,3.0,,,-71.0674695,42.309819
BCS-00110670,2025-11-01 17:50:25.257037+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-04 16:50:25.257037+00,OVERDUE,BOS311,"18 Greenough Ave, Boston, MA 02130",18,Greenough Ave,2130.0,Jamaica Plain,2,6,9,E13,19.0,6.0,,,-71.113581,42.310125
BCS-00109156,2025-10-29 17:11:37.640841+00,Pruning Request,Pruning Request,Parks & Recreation,Urban Forestry,In progress,,,,2025-11-01 17:11:37.640841+00,OVERDUE,BOS311,"59 Auriga St, Boston, MA 02122",59,Auriga St,2122.0,Dorchester,7A,3,8,C11,16.0,7.0,,,-71.0554095,42.290856
BCS-00107886,2025-10-27 17:34:25.346+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-10-30 17:34:25.346+00,OVERDUE,Call,"86 Appleton St, Boston, MA 02116",86,Appleton St,2116.0,South End,1C,2,4,D4,4.0,1.0,,,-71.0733465,42.345378
BCS-00113519,2025-11-06 20:39:05.15456+00,Pruning Request,Pruning Request,Parks & Recreation,Urban Forestry,In progress,,,,2025-11-09 20:39:05.15456+00,ONTIME,BOS311,"67 Manthorne Rd, Boston, MA 02132",67,Manthorne Rd,2132.0,West Roxbury,6A,6,10,E5,20.0,7.0,,,-71.1510525,42.289308
BCS-00105477,2025-10-22 09:53:28.16+00,Street Light Other,Street Light Other,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-10-25 09:53:28.16+00,OVERDUE,Call,"137 Marlborough St, Boston, MA 02116",317,Dartmouth St,2116.0,Back Bay,1C,8,4,D4,5.0,7.0,,,-71.078571,42.353109
BCS-00086567,2025-09-09 21:59:50.671+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Noted,,2025-09-09 22:30:08+00,2025-09-12 21:59:50.671+00,ONTIME,Call,"271 E Eighth St, South Boston, MA 02127",271,E Eighth St,2127.0,South Boston,5,2,6,C6,7.0,5.0,,,-71.049771,42.331779
BCS-00110328,2025-10-31 19:13:01.394+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-03 18:13:01.394+00,OVERDUE,Call,"687 Hyde Park Ave, Boston, MA 02131",687,Hyde Park Ave,2131.0,Roslindale,8A,5,12,E18,18.0,8.0,,,-71.1198315,42.276888
BCS-00073473,2025-08-18 09:31:36.404+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,In progress,,,,2025-08-21 09:31:36.404+00,OVERDUE,Call,"Canal St & Anthony Rip Valenti Way, West End, MA 02114",,,2114.0,West End,1B,8,3,A1,3.0,10.0,,,-71.059878,42.36435
BCS-00093564,2025-09-25 07:23:18.294+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,In progress,,,,2025-09-28 07:23:18.294+00,OVERDUE,Call,"358 Walnut Ave 2, Roxbury, MA 02121",358,Walnut Ave,2121.0,Roxbury,10B,7,9,E13,12.0,8.0,,,-71.09402528,42.3139955
BCS-00109744,2025-10-30 18:04:33.362933+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-02 17:04:33.362933+00,OVERDUE,BOS311,"182-184 Endicott St, Boston, MA 02113",182,Endicott St,2113.0,North End,1B,1,3,A1,3.0,4.0,,,-71.057781,42.366015
BCS-00105875,2025-10-22 23:22:54.828402+00,Street Light Knockdown,Street Light Knockdown,Public Works Department (PWD),PWD Street Lighting,Closed,Transitioned,,2025-10-24 12:58:23+00,2025-10-25 23:22:54.828402+00,ONTIME,BOS311,"40 Glendale St, Boston, MA 02125",40,Glendale St,2125.0,Dorchester,3,4,7,C11,15.0,1.0,,,-71.06746355,42.31282319
BCS-00085195,2025-09-07 12:46:54.424+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Noted,,2025-09-07 15:15:12+00,2025-09-10 12:46:54.424+00,ONTIME,Call,"300 E Eagle St, East Boston, MA 02128",300,E Eagle St,2128.0,East Boston,9,1,1,A7,1.0,9.0,,,-71.028135,42.381504
BCS-00113122,2025-11-06 10:27:25.226+00,Tree or Stump Removal,Tree or Stump Removal,Parks & Recreation,Urban Forestry,In progress,,,,2025-11-09 10:27:25.226+00,ONTIME,Call,"14 Ticknor St, Boston, MA 02127",14,Ticknor St,2127.0,South Boston,5,2,6,C6,7.0,1.0,,,-71.036181,42.330123
BCS-00092107,2025-09-22 12:17:53.985+00,Lost Pet,Lost Pet,Animal Care & Control,Animal control staff,Closed,Noted,,2025-09-23 08:15:05+00,2025-09-25 12:17:53.985+00,ONTIME,Call,"Woodman St & Saint Joseph St, Jamaica Plain, MA 02130",,,2130.0,Jamaica Plain,2,6,9,E13,11.0,9.0,,,-71.1169155,42.306507
BCS-00065912,2025-08-02 10:28:51.938+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,Closed,Noted,,2025-08-02 17:00:17+00,2025-08-05 10:28:51.938+00,ONTIME,Call,"9 Conway St, Roslindale, MA 02131",9,Conway St,2131.0,Roslindale,6B,5,10,E5,20.0,4.0,,,-71.12997,42.288111
BCS-00105825,2025-10-22 17:54:12.091587+00,Street Light Outage,Street Light Outage,,,In progress,,,,2025-10-25 17:54:12.091587+00,OVERDUE,BOS311,"214 N Beacon St, Boston, MA 02135",214,N Beacon St,2135.0,Brighton,4,9,11,D14,22.0,12.0,,,-71.14910236,42.35615901
BCS-00108653,2025-10-28 18:55:28.117342+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-10-31 18:55:28.117342+00,OVERDUE,BOS311,"337 Park St, Boston, MA 02124",337,Park St,2124.0,Dorchester,7A,4,7,C11,17.0,3.0,,,-71.0676405,42.296868
BCS-00105506,2025-10-22 10:39:05.029+00,Street Light Other,Street Light Other,,,In progress,,,,2025-10-25 10:39:05.029+00,OVERDUE,Call,"38-40 Hiawatha Rd, Boston, MA 02126",38,Hiawatha Rd,2126.0,Mattapan,7B,5,12,B3,18.0,3.0,,,-71.0954685,42.276798
BCS-00106496,2025-10-24 06:44:18.962+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-10-27 06:44:18.962+00,OVERDUE,Call,"2193-2201 Commonwealth Ave, Boston, MA 02135",2195,Commonwealth Ave,2135.0,Brighton,4,9,11,D14,22.0,8.0,,,-71.1664875,42.340293
BCS-00095108,2025-09-29 09:04:21.356+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,In progress,,,,2025-10-02 09:04:21.356+00,OVERDUE,Call,"94 Crawford St 3, Roxbury, MA 02121",94,Crawford St,2121.0,Roxbury,10B,7,9,B2,12.0,8.0,,,-71.09012,42.31331
BCS-00106233,2025-10-23 13:56:14.844+00,Street Light Knockdown,Street Light Knockdown,Public Works Department (PWD),PWD Street Lighting,Closed,Noted,checked ;location and nothing found. street lighting has no cabinet at that address and there was no bus lane. if you feel this was closed wrongly please resubmit with correct address and a picture. thank you,2025-10-23 15:00:03+00,2025-10-26 13:57:02.668429+00,ONTIME,Call,"1132 Washington St, Boston, MA 02124",1132,Washington St,2124.0,Mattapan,7A,3,8,C11,17.0,13.0,,,-71.069463,42.272955
BCS-00079508,2025-08-28 08:23:20.615+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,In progress,,,,2025-08-31 08:23:20.615+00,OVERDUE,Call,"270 Norwell St, Dorchester, MA 02124",270,Norwell St,2124.0,Dorchester,7B,4,8,B3,17.0,3.0,,,-71.0774505,42.293223
BCS-00095002,2025-09-28 18:55:50.651+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,In progress,,,,2025-10-01 18:55:50.651+00,OVERDUE,Call,"10 Eden St, Charlestown, MA 02129",10,Eden St,2129.0,Charlestown,1A,1,3,A15,2.0,5.0,,,-71.06796,42.379506
BCS-00074485,2025-08-19 13:43:11.418+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,In progress,,,,2025-08-22 13:43:11.418+00,OVERDUE,Call,"139 Tremont St, Beacon Hill, MA 02116",139,Tremont St,2116.0,Beacon Hill,1C,8,3,A1,5.0,3.0,,,-71.063829,42.35544
BCS-00108258,2025-10-28 12:17:52.96929+00,Pruning Request,Pruning Request,Parks & Recreation,Urban Forestry,In progress,,,,2025-10-31 12:17:52.96929+00,OVERDUE,BOS311,"200-220 Huntington Ave, Boston, MA 02115",220,Huntington Ave,2115.0,Back Bay,1C,8,4,D4,4.0,6.0,,,-71.083719,42.343515
BCS-00107713,2025-10-27 13:09:25.561+00,Street Light Other,Street Light Other,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-10-30 13:09:25.561+00,OVERDUE,Call,"48 Train St, Boston, MA 02122",48,Train St,2122.0,Dorchester,7A,3,8,C11,16.0,5.0,,,-71.054883,42.294285
BCS-00112334,2025-11-04 19:30:14.007779+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,In progress,,,,2025-11-07 19:30:14.007779+00,ONTIME,BOS311,"97 Waltham St 1, South End, MA 02118",97,Waltham St,2118.0,South End,1C,2,4,D4,3.0,7.0,,,-71.071002,42.343749
BCS-00073044,2025-08-16 17:12:36.314+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,In progress,,,,2025-08-19 17:12:36.314+00,OVERDUE,Call,"508 Border St, East Boston, MA 02128",508,Border St,2128.0,East Boston,9,1,1,A7,1.0,8.0,,,-71.0411265,42.381225
BCS-00091675,2025-09-21 05:46:11.672+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Noted,Ignore,2025-10-01 12:12:50+00,2025-09-24 05:46:11.672+00,OVERDUE,Call,"16 Leslie St, Dorchester, MA 02122",16,Leslie St,2122.0,Dorchester,7A,3,7,C11,16.0,5.0,,,-71.058339,42.295113
BCS-00100838,2025-10-10 19:05:34.991+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Noted,,2025-10-10 19:45:07+00,2025-10-13 19:05:34.991+00,ONTIME,Call,"37-39 Old Morton St, Mattapan, MA 02126",39,Old Morton St,2126.0,Mattapan,7B,4,8,B3,17.0,14.0,,,-71.071929,42.273441
BCS-00073151,2025-08-17 09:35:04.03+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Noted,Owner reunited with animal,2025-08-17 09:41:42+00,2025-08-20 09:35:04.03+00,ONTIME,Call,"79 Moss Hill Rd, Jamaica Plain, MA 02130",79,Moss Hill Rd,2130.0,Jamaica Plain,2,6,9,E13,19.0,2.0,,,-71.1245115,42.30909
BCS-00108708,2025-10-29 00:30:08.477+00,Street Light Other,Street Light Other,Public Works Department (PWD),PWD Street Lighting,Closed,Noted,,2025-10-29 01:18:02+00,2025-11-01 00:30:08.477+00,ONTIME,Call,"748-750 E Broadway, Boston, MA 02127",,E Broadway,2127.0,South Boston,5,2,6,C6,6.0,6.0,,,-71.035425,42.33564
BCS-00088440,2025-09-13 20:24:08.873+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Noted,,2025-09-13 20:45:05+00,2025-09-16 20:24:08.873+00,ONTIME,Call,"320 Dudley St, Roxbury, MA 02119",320,Dudley St,2119.0,Roxbury,10B,7,7,B2,8.0,3.0,,,-71.076915,42.327621
BCS-00113524,2025-11-06 21:34:33.542828+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-09 21:34:33.542828+00,ONTIME,BOS311,"2 Monument Ct, Boston, MA 02127",2,Monument Ct,2127.0,South Boston,5,2,6,C6,7.0,2.0,,,-71.0410725,42.332562
BCS-00086816,2025-09-10 12:22:50.972+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Noted,,2025-09-10 13:15:12+00,2025-09-13 12:22:50.972+00,ONTIME,Call,"Richmere Rd & Cummins Hwy, Mattapan, MA 02126",,,2126.0,Mattapan,8B,5,12,E18,18.0,21.0,,,-71.100684,42.270444
BCS-00110305,2025-10-31 18:05:37.058315+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-03 17:05:37.058315+00,OVERDUE,BOS311,"29 Rita Rd, Boston, MA 02124",29,Rita Rd,2124.0,Dorchester,7A,3,8,C11,16.0,12.0,,,-71.05113,42.281847
BCS-00111170,2025-11-03 10:41:35.915974+00,Planting Request,Planting Request,Parks & Recreation,Urban Forestry,In progress,,,,2025-11-06 10:41:35.915974+00,OVERDUE,BOS311,"20 Charles St, Boston, MA 02136",20,Charles St,2136.0,Hyde Park,8A,5,10,E18,18.0,19.0,,,-71.1320625,42.25086
BCS-00106968,2025-10-24 18:53:21.815299+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-10-27 18:53:21.815299+00,OVERDUE,BOS311,"1630 Commonwealth Ave, Boston, MA 02135",1630,Commonwealth Ave,2135.0,Brighton,4,9,11,D14,21.0,12.0,,,-71.142957,42.342858
BCS-00107899,2025-10-27 18:03:33.577+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,In progress,,,,2025-10-30 18:03:33.577+00,OVERDUE,Call,"11 Adams St, Dorchester, MA 02122",11,Adams St,2122.0,Dorchester,3,3,7,C11,15.0,3.0,,,-71.0636625,42.307812
BCS-00107309,2025-10-26 14:53:31.925992+00,Street Light Knockdown,Street Light Knockdown,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-10-29 14:53:31.925992+00,OVERDUE,BOS311,"105 Allston St, Boston, MA 02134",105,Allston St,2134.0,Allston,4,9,11,D14,21.0,7.0,,,-71.137179,42.349905
BCS-00107257,2025-10-26 11:43:08.655977+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-10-29 11:43:08.655977+00,OVERDUE,BOS311,"28 Commonwealth Ave, Boston, MA 02116",28,Commonwealth Ave,2116.0,Back Bay,1C,8,4,D4,5.0,6.0,,,-71.072649,42.352938
BCS-00108688,2025-10-28 21:10:46.254939+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-10-31 21:10:46.254939+00,OVERDUE,BOS311,"96-100 Norfolk St, Boston, MA 02124",96,Norfolk St,2124.0,Dorchester,7B,4,8,B3,17.0,5.0,,,-71.0755659,42.28861662
BCS-00111605,2025-11-03 17:56:03.203952+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-06 17:56:03.203952+00,OVERDUE,BOS311,"18 Devens St, Boston, MA 02129",18,Devens St,2129.0,Charlestown,1A,1,3,A15,2.0,3.0,,,-71.0638425,42.373521
BCS-00106445,2025-10-23 18:07:56.700223+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-10-26 18:07:56.700223+00,OVERDUE,BOS311,"207-209 Market St, Boston, MA 02135",207,Market St,2135.0,Brighton,4,9,11,D14,22.0,12.0,,,-71.150004,42.355773
BCS-00105895,2025-10-23 06:20:59.707388+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-10-26 06:20:59.707388+00,OVERDUE,BOS311,"75 Bateman St, Boston, MA 02131",75,Bateman St,2131.0,Hyde Park,8A,5,12,E18,18.0,22.0,,,-71.130492,42.270237
BCS-00111022,2025-11-03 08:44:58.016+00,Planting Request,Planting Request,Parks & Recreation,Urban Forestry,In progress,,,,2025-11-06 08:44:58.016+00,OVERDUE,Call,"3 Alpha Rd, Boston, MA 02124",3,Alpha Rd,2124.0,Dorchester,7A,4,8,C11,17.0,3.0,,,-71.0673525,42.296355
BCS-00110103,2025-10-31 13:14:25.866+00,Street Light Other,Street Light Other,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-03 12:14:25.866+00,OVERDUE,Call,"19 W Cedar St, Boston, MA 02108",19,W Cedar St,2108.0,Beacon Hill,1B,8,3,A1,5.0,3.0,,,-71.069562,42.358401
BCS-00067667,2025-08-06 08:32:21.3+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Noted,,2025-08-06 08:45:08+00,2025-08-09 08:32:21.3+00,ONTIME,Call,"699 Washington St, Dorchester, MA 02124",699,Washington St,2124.0,Dorchester,7B,4,8,C11,17.0,8.0,,,-71.0714295,42.287085
BCS-00107181,2025-10-25 22:44:00.352+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,In progress,,,,2025-10-28 22:44:00.352+00,OVERDUE,Call,"195 Saint Botolph St 1, Back Bay, MA 02115",195,Saint Botolph St,2115.0,Back Bay,1C,7,4,D4,4.0,5.0,,,-71.08362,42.34282
BCS-00098992,2025-10-07 11:31:30.126+00,Lane Divider,Lane Divider,Boston Transportation Department (BTD),Boston Transportation Department General,Closed,Transitioned,Test for launch!,2025-10-22 09:30:11+00,2025-10-10 11:31:30.126+00,OVERDUE,Call,"40 Brock St, Boston, MA 02135",40,Brock St,2135.0,Brighton,4,9,11,D14,22.0,10.0,,,-71.160579,42.350463
BCS-00106276,2025-10-23 14:30:38.068+00,Street Light Other,Street Light Other,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-10-26 14:30:38.068+00,OVERDUE,Call,"301 Washington St, Boston, MA 02135",301,Washington St,2135.0,Brighton,4,9,11,D14,22.0,3.0,,,-71.1505485,42.349401
BCS-00080652,2025-08-29 15:48:34.316+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,In progress,,,,2025-09-01 15:48:34.316+00,OVERDUE,Call,"1704 Washington St, South End, MA 02118",1704,Washington St,2118.0,South End,1C,3,4,D4,8.0,2.0,,,-71.07588,42.336945
BCS-00107333,2025-10-26 17:07:59.340203+00,Street Light Knockdown,Street Light Knockdown,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-10-29 17:07:59.340203+00,OVERDUE,BOS311,"112 Allston St, Boston, MA 02134",112,Allston St,2134.0,Allston,4,9,11,D14,21.0,7.0,,,-71.136729,42.349536
BCS-00108102,2025-10-28 09:54:17.438+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-10-31 09:54:17.438+00,OVERDUE,Call,"4 Hackensack Ter, Boston, MA 02467",4,Hackensack Ter,2467.0,West Roxbury,6A,6,10,E5,20.0,6.0,,,-71.142669,42.29892
BCS-00099321,2025-10-07 17:52:37.294+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,In progress,,,,2025-10-10 17:52:37.294+00,OVERDUE,Call,"148 Bellevue St, West Roxbury, MA 02132",148,Bellevue St,2132.0,West Roxbury,6B,6,10,E5,20.0,14.0,,,-71.1521595,42.280173
BCS-00110999,2025-11-03 07:53:32.468415+00,Street Light Knockdown,Street Light Knockdown,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-06 07:53:32.468415+00,OVERDUE,BOS311,"10-12 Chestnut St, Boston, MA 02129",,Chestnut St,2129.0,Charlestown,1A,1,3,A15,2.0,3.0,,,-71.05881963,42.37389175
BCS-00112808,2025-11-05 15:02:52.61+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-08 15:02:52.61+00,ONTIME,Call,"16 Fayette St, Boston, MA 02116",16,Fayette St,,Bay Village,1C,2,4,A1,5.0,13.0,,,-71.0671905,42.348942
BCS-00084035,2025-09-04 15:55:02.536+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Noted,,2025-09-05 17:00:25+00,2025-09-07 15:55:02.536+00,ONTIME,Call,"12 Paisley Park, Dorchester, MA 02124",12,Paisley Park,2124.0,Dorchester,7A,3,8,C11,16.0,1.0,,,-71.063721,42.2973
BCS-00099292,2025-10-07 16:48:45.384+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,In progress,,,,2025-10-10 16:48:45.384+00,OVERDUE,Call,"8 Herbert St, Dorchester, MA 02124",8,Herbert St,2124.0,Dorchester,7B,4,8,B3,17.0,3.0,,,-71.0741385,42.294663
BCS-00093428,2025-09-24 16:08:14.554+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Noted,,2025-09-24 17:30:03+00,2025-09-27 16:08:14.554+00,ONTIME,Call,"486-490 Bennington St, East Boston, MA 02128",490,Bennington St,2128.0,East Boston,9,1,1,A7,1.0,11.0,,,-71.0217135,42.381567
BCS-00073663,2025-08-18 12:01:01.262+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,Closed,Noted,,2025-08-18 14:00:10+00,2025-08-21 12:01:01.262+00,ONTIME,Call,"Newmarket Sq & Southampton St, South Boston, MA 02118",,,2118.0,South Boston,1C,3,6,C6,8.0,6.0,,,-71.0647695,42.33105
BCS-00112945,2025-11-05 18:39:37.526315+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-08 18:39:37.526315+00,ONTIME,BOS311,,,,,Chinatown,1C,2,4,A1,3.0,14.0,,,,
BCS-00107883,2025-10-27 17:24:49.311+00,,,Public Works Department (PWD),PWD Street Lighting,Closed,Resolved successfully,,2025-10-27 17:32:21.064639+00,,ONTIME,Call,"43 Westland Ave, Fenway, MA 02115",43,Westland Ave,2115.0,Fenway,10A,7,4,D4,4.0,7.0,,,-71.08776,42.344001
BCS-00110315,2025-10-31 18:23:04.142+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-03 17:23:04.142+00,OVERDUE,Call,"1536-1542 Tremont St, Boston, MA 02120",1538,Tremont St,2120.0,Mission Hill,10A,8,9,B2,10.0,2.0,,,-71.1004995,42.332445
BCS-00111280,2025-11-03 12:07:04.026164+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-06 12:07:04.026164+00,OVERDUE,BOS311,"76 S Crescent Cirt, Boston, MA 02135",76,S Crescent Cirt,2135.0,Brighton,4,9,11,D14,22.0,4.0,,,-71.1661995,42.347691
BCS-00098417,2025-10-06 11:39:21.285+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,In progress,,,,2025-10-09 11:39:21.285+00,OVERDUE,Call,"59 Forest St, Roxbury, MA 02119",59,Forest St,2119.0,Roxbury,10B,7,7,B2,8.0,3.0,,,-71.0767485,42.32583
BCS-00095981,2025-09-30 13:57:59.34+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,In progress,,,,2025-10-03 13:57:59.34+00,OVERDUE,Call,"293-295 Commonwealth Ave, Back Bay, MA 02115",293,Commonwealth Ave,2115.0,Back Bay,1C,8,4,D4,5.0,9.0,,,-71.0855325,42.350346
BCS-00112276,2025-11-04 17:19:35.715261+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-07 17:19:35.715261+00,ONTIME,BOS311,"1106-1106HF Bennington St, Boston, MA 02128",1106,Bennington St,2128.0,East Boston,9,1,1,A7,1.0,13.0,,,-71.0025885,42.388092
BCS-00111763,2025-11-04 09:05:43.606575+00,Planting Request,Planting Request,Parks & Recreation,Urban Forestry,Closed,Transitioned,State Roadway. Please contact DCR to request a new tree.,2025-11-04 09:16:02+00,2025-11-07 09:05:43.606575+00,ONTIME,BOS311,"378-386 Riverway, Boston, MA 02115",382,Riverway,2115.0,Mission Hill,10A,8,9,B2,10.0,4.0,,,-71.1119115,42.332652
BCS-00109991,2025-10-31 11:39:04.706688+00,Pruning Request,Pruning Request,Parks & Recreation,Urban Forestry,Needs Reallocation,Transitioned,,,2025-11-03 10:39:04.706688+00,OVERDUE,BOS311,"40 Cottage Rd, Boston, MA 02132",40,Cottage Rd,2132.0,West Roxbury,6A,6,10,E5,20.0,15.0,,,-71.161371,42.266412
BCS-00112090,2025-11-04 13:38:30.223+00,Tree or Stump Removal,Tree or Stump Removal,Parks & Recreation,Urban Forestry,Closed,Noted,The tree in question is under warranty for two years from the date it is planted. This tree has been inspected and found to be dead. It is currently on the planting contractors list for replacement this fall.,2025-11-05 08:10:01+00,2025-11-07 13:38:30.223+00,ONTIME,Call,"64A-64 Phillips St, Boston, MA 02114",64,Phillips St,2114.0,Beacon Hill,1B,8,3,A1,5.0,11.0,,,-71.0689725,42.360192
BCS-00066188,2025-08-03 11:57:33.652+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,Closed,Noted,,2025-08-03 13:00:08+00,2025-08-06 11:57:33.652+00,ONTIME,Call,"18-22 Arboretum Rd, Jamaica Plain, MA 02131",22,Arboretum Rd,2131.0,Jamaica Plain,2,6,12,E5,19.0,9.0,,,-71.119719,42.295599
